class,text
Non-Hate,Murda mook #rip to that shit
Non-Hate,Murda mook!!!!
Non-Hate,Music .....you make me sick bitch
Non-Hate,Music is the only bitch I put up with
Non-Hate,Music sounds a million times better in my car I love having a sub and new speakers. It's like a mini rave in this bitch. #bumpin
Hate,Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;
Non-Hate,Musta let dem retards out to food shop. One just step on my boots in da Foodtown. Y'all know not to step on a niggas shoes
Non-Hate,Mute it hoe.
Non-Hate,Mutes pussy.. And ***** and ***** smh
Non-Hate,Muzzled pit bull with throat slit found on side of road in PA http://t.co/fis8QNvlXu via @examinercom HIDEOUS ABUSE THROAT SLIT LEFT TO DIE
Non-Hate,"My ""sister"" use to walk the blade EVERYNIGHT so the way I see it that bitch don't have NO PLACE to try &amp; tell me wtf I should &amp; shouldnt do"
Non-Hate,My 2014 saying is bitch go get yo nigga hoe cuz I'm gonna beat yo ass just like am gonna beat nigga bitch go get yo nigga
Non-Hate,My Fantasy reign starts today! Got pussy nigga Los up first lmao...cmon Seattle D cut upppppp!!!
Non-Hate,"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!"
Non-Hate,My Instagram is being a bitch and telling me I can't follow this person fuck this
Non-Hate,My Instagram song ain't bout me postin pictures it's about how hoes not allowed to post pictures of me and I ain't posting none of them &#128076;
Non-Hate,My Lil cousin been locked up for 2 years for beating a bitch with. Metal bucket
Non-Hate,"My Moor friends,no not black friends,but Moor friends said Nigger came from Nigeria...You are so lost..Stop tagging me..."
Non-Hate,"My Oriental Gallery Blog: The New Land of Free Enterprise http://t,co/pz55t90Z"
Non-Hate,My Ralph Lauren jacket comes tomorrow. Im giving out free hugs so these bitches can know what high quality fabric feels like.
Non-Hate,My True life episode comes on later on tonight at 8pm central time. True Life: I wanna be a tranny.
Non-Hate,My Twitter app is poo trash.
Hate,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6
Non-Hate,My alarm clock should be $$$ callin lol wake yo ass up and get this money bitch !
Non-Hate,"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""...."
Non-Hate,My asshole credentials? Even rednecks hate me.
Non-Hate,My aunt said I'm handsome fuck you hoes
Non-Hate,My auto correct makes me sound so FOB
Non-Hate,My baby Lexy. She is a whole ain't shit bitch in the winter. Sorry ass RWD that's her only flaw. Still love you tho http://t.co/5UGfhrdrxT
Non-Hate,My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO
Non-Hate,My baby guinea pig is so cute #Adorable
Non-Hate,My bad dawg. That's yo hoe &#128564;
Non-Hate,My bad. That was about @LIPSDRIPRUBIES RT @VofD: Why bitches act like I CAN'T READ or like words don't have a meaning.
Non-Hate,My bae said u bitches watch y'all mouth lmao
Non-Hate,My barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me 3 free cuts
Hate,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina
Non-Hate,My best friend says I don't need to be in love right now .... he thinks its too soon to love monkey....
Non-Hate,My bestfriend is the BIGGEST bitch I know. That's why we are best friends lol.
Non-Hate,My bf @iamthedannibal loves crows. Thought he might enjoy the last tweet!
Non-Hate,My bird got a headache &#128527;&#128530;
Non-Hate,My bitch &#128540; http://t.co/2v4VsPamrU
Non-Hate,My bitch Remy stuck in 06 &#128557;
Non-Hate,My bitch ass buddy pmo
Non-Hate,My bitch ass like an allergic reaction she service my faction
Non-Hate,My bitch bad
Non-Hate,My bitch bad like Brittany but I wish I had Brittany
Non-Hate,My bitch bad lookin like a bag of laundry
Non-Hate,"My bitch bad piece, yo bitch got bad feet &#128514;&#128514;"
Non-Hate,"My bitch bad, she from the islands."
Non-Hate,My bitch bre been ina good mood they free'd her young hogg &#128175;
Non-Hate,My bitch can be anything except average
Non-Hate,My bitch cold not average you couldn't fuck my last bitch
Non-Hate,My bitch cold not average. You couldn't fuck my last bitch &#128530;&#9995;&#128514;
Non-Hate,"My bitch educated, had her clients pay the payments"
Non-Hate,My bitch from magic city she shaking ass &amp; titties http://t.co/LPFjVIWrQn
Non-Hate,My bitch get on my nerves
Non-Hate,My bitch gotta be as fly as me if not flyer
Non-Hate,My bitch pussy got hella powers
Non-Hate,"My bitch pussy multi-purpose, it take this dick and hide my dope!"
Non-Hate,My bitch say I'm in the dog house FUCK YOU MEAN
Non-Hate,My bitch say I'm in the dog house fuck you mean
Non-Hate,My bitch was so loaded last night &#128514;&#128514;&#128514;&#128293;&#128168;&#128079;&#128079;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127932;&#127932;&#127932;&#127881;&#127881;&#127880;&#127873;&#127796;&#9728; @Young_Lifted23
Non-Hate,My bitch won Ralphy for me. Thanks &#128139; http://t.co/AAKwohDfGv
Non-Hate,"My bitch work for chic fil and she says this is not real b ""@Dory: RT TO SAVE A LIFE http://t.co/5d42kQVo50"""
Non-Hate,"My bitches are related . They are ""kissing cousins"" . &#128557;&#128557;&#128514;"
Non-Hate,My bitches cleaning http://t.co/6cgdXrzO8w
Non-Hate,My bitches get them Christians nigga
Non-Hate,My bitches not average. Spend money I got it. Ya girl want me she gon get fucked ain't no askin
Non-Hate,"My bitches pop that pussy,pop that gum and pop pills"
Non-Hate,My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC
Non-Hate,My blue flag brite nd ya bitch blowing me like play bagpipes
Non-Hate,My boy @RyanBowersOB got the hoes now!
Non-Hate,My boyfriend is such a smart ass bitch watch yourself you wear the pants but I fucking unzip them. K.
Non-Hate,My brother doesn't know what American horror story is &#128514; bitch you lame ass fuck
Non-Hate,My brother is a fucking pussy.
Non-Hate,"My brother thincc im playing he keep putting the AC on 60, fuccing wit me I'll break it &amp; we will ALL be in this bitch burning UUUUP &#128293;&#128293;"
Non-Hate,My brothers ex was a fat hog man I swear this is the reason why he doesn't have any money or anything right now it's cause of that white hoe
Non-Hate,My car so wet My bitch so wet when I drive i car pool
Non-Hate,My cat is fighting the street cat carry through the glass in my room. What the hell. #stfu #pussies
Non-Hate,"My cat just rolled on me and said ""lets go run a game of 21, bitch"" http://t.co/6kjgd0z1x2"
Non-Hate,My cats a bitch niggah.
Non-Hate,"My cheapest, broke ass meal? I had some egg noodles but we ain't have no buter, no pepper, nothing. I put syrup on them bitches."
Non-Hate,"My clothes are always retro, sexual like im hetro, and I play a bitch like nintendo, takee her for a ride in my benzo.

-@dillyduzit"
Non-Hate,"My cousin bio on her Instagram ""light skin, dark skin, brown skin bitches holla at me"" she funny as hell"
Non-Hate,My cousin just said these hoes ain't shit. Idk why they want me. I ain't shit either. Got me dying over here lol
Non-Hate,My dad goes son of a bitch and just lights a cigarette in the kitchen... Oh&#128514;&#128514;&#128514;&#128514;
Non-Hate,My dad is a bitch.
Non-Hate,My dad is such a bitch
Non-Hate,"My dad just said ""Karl was always the biggest pussy of all 3 of the kids, I'm sorry Karl, but... You're just a pussy"" I love my dad LMFAO"
Non-Hate,My dad just told @YourDudeFerg 's dad to text one of their friends and say hashtag pussy. Hahahaha I'm done
Non-Hate,"My dad talking about my dogs fetching skills ""I seen that nigga do mad shit, air bud my ass, air pussy"" &#128514;"
Non-Hate,"My dad's friend was telling my dad and I about how he ""got some good pussy last night"", and how she was a ""good lay"". It was a real bummer."
Non-Hate,"My dads side of the family is ghetto af, my moms side if the family all prim and proper. Haha"
Non-Hate,My dawg @ceomiamimike told me it's a must I be @901k2lounge this Saturday ROCKIN that bitch wit Tha&#8230; http://t.co/0NV9cHtwOs
Non-Hate,My dick wants some pussy
Non-Hate,"My dick, your bitch on it."
Hate,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.
Non-Hate,"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!"""
Non-Hate,My dog is number 1 bae and way over these hoes &#128514;&#10084;&#65039;
Non-Hate,My dog just lifted her leg to pee. She's such a butch bitch.
Non-Hate,My dogs man I remember ok girl text my phone on they bs squads was ready deep thenna bitch ready to go
Non-Hate,My down bitch &#128074; my crime partner &#128176;&#128299; ima bitch when he get mad &#128080; my lil doctor &#128155;&#128153;&#128149;
Non-Hate,"My duck got big as fuck. 

Yes, duck, like the bird."
Non-Hate,My dumbass has a redskins mcnab jersey
Non-Hate,My ex just wanted a reason to continue to be a whole hoe outchea and tried to make me feel bad for a comment from a thirsty.
Non-Hate,"My ex wanna work it out, bitch try yoga"
Non-Hate,"My expectations are high when it comes to anything. My weed my pussy my food,my clothes n kicks, people. that shit needa be a1 to me"
Non-Hate,My eyes brows finna be on fleekate fleek bitch &#128514;&#128514;&#128514;&#128514;
Hate,My eyes feel so chink eyed
Non-Hate,My favorite DC restaurant is Charlie Palmers. @Sweet_Me_Lissa @sassylibrarian1 @taotao_salupa @tingtingbabyyyy
Non-Hate,"My favorite is #picslip that's a dumb bitch, who just posted a pic and isn't sure she should have or not!"
Non-Hate,My flow retarded &#128526;
Non-Hate,My goal for soccer this year is to get a yellow card every game
Non-Hate,My goal one day is to own a nice Rolex and wear that hoe everyday
Non-Hate,"My god mother thinks im a stoner because she has someone watch my tweets lmfao, no ya boy clean as nikki minaj pussy"
Non-Hate,My grandma threw out all of my raps. Ones I made from 7th grade to now. I'm literally crying. Thats all my work in the trash. &#128530;&#128532;&#128547;&#128546;&#128557;&#128560;&#128545;&#128548;&#128544;&#128127;&#128122;&#128589;
Non-Hate,My grandpa hooked his friend up with some pussy in Vegas. #Praise
Non-Hate,My hair is one of a kind so dont ever fix your mouth to say our hair is alike cause guess what hoe IT AINT.
Non-Hate,My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.
Non-Hate,"My head too big for snapbacks&#128553;&#128532; &#128557;&#128557;&#128557;, I like beanies better anyway&#128076;"
Non-Hate,My high school need to gon and throw a hood reunion party. Everybody knows we was ghetto as hell.
Non-Hate,My hobbies consist of sleeping &amp; subtweeting about random people from school that don't even know me because I'm a judgemental bitch
Non-Hate,My hoes Trippin lol
Non-Hate,My hoes love to go shoppin
Non-Hate,My hoes they do drugzzz
Non-Hate,My homeboy got a hoe number on house arrest ... i said that's good she won't ask to go anywhere
Non-Hate,"My honky, my honky. My motherfucking honky."
Non-Hate,"My house is so piece full, thank god these little jungle bunnies are outta my face"
Non-Hate,"My job some hoes, how you gonna call at 7:34 talking bout come to work at 8 &#128530; ummm no I'm staying in bed."
Non-Hate,My life is going to a bitch for 6 short weeks
Non-Hate,My lil bitch a vet she say she need a dog
Non-Hate,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!"
Non-Hate,My lil cool ass bitch she from northside &#128525;&#128175;&#128184;&#128079;&#128081;&#128581;&#128079;&#128540;&#128176;&#128525;&#128525; http://t.co/HCD2ru78pH
Non-Hate,"My lil cousin be hating. Bitches always want the older nigga, not my fault nor did I fuck the bitch so chill..lol"
Non-Hate,My main bitch &amp; my side bitch mad at me I could give two fuckssss
Non-Hate,"My main bitch and my side bitch mad at me, I could give two fucks.... all I need is two cups"
Non-Hate,My main bitch called to tell me she missed me. &#10084;&#65039;&#128536; super cute love you boo. @Morgaanita
Non-Hate,My main bitch is a ghost
Non-Hate,My main girl Tryna get a blessing why my side hoe Tryna get affection
Non-Hate,My mains riri22barbie georgegia yessssss #ladykimora turntup. #vegas bitches &#128525;&#128525; http://t.co/w7vKBT2NBp
Non-Hate,My mama made me some brownies they was everything &#128553;
Non-Hate,"My manager @7FLyy new brand | PRE - ORDER NOW w/
 (404) 394-1570&#160;&#160;--&gt; @sevenflyy ""Red Lust"" &amp; ""Cherry White"" beanies http://t.co/LxjMBCTgJj"
Non-Hate,My manager is retarded bruh always asking siri some spellings. &#128514;&#128514;&#128514; ..this nigga is dum af doe
Hate,My managers a stupid cunt yes I said it
Non-Hate,"My mentions &amp; tl moving fast af sorry if I'm flooding yo shit 
I'm lowkey tryna get off this hoe for yall"
Non-Hate,My mf dawggg &#128175;&#128175;&#128175;&#128584;&#128584; I miss this hoe man http://t.co/6NokkwiKRL
Non-Hate,My mom bitches too much
Non-Hate,My mom didn't buy me Oreos she doesn't love me
Non-Hate,My mom is a cunt
Non-Hate,"My mom is so clueless to what's going on with me lol she like ""you can't trust negros witcha money"" lmfao whaaaat?"
Non-Hate,My mom just bought a bunch of new sandles &amp; then chipped her toe nails now it's like World War 3 in this bitch
Non-Hate,My mom seen my progress report &amp; was like so wtf is up wit this B bitch wtf do you NOT see them 7 A's &#128529; tf she just Ungreatful &#9995;
Non-Hate,My mom told me never use the word cunt... ITS MY FAVORITE WORD!!! Cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt
Non-Hate,My mom wants to buy a zebra like for reals
Non-Hate,My mom's a fucking cunt dude.
Non-Hate,My mom's younger brothers gonna come disrespect my mom &amp; call her a bitch &amp; my cousins gonna tell my mom to STFU! Wth..
Non-Hate,My momma keep talking to me like bitch gtf I'm on Twitter.
Non-Hate,My moms a worse bitch than me like ugh I can't stand that hoe.
Non-Hate,My mother even bitched his bitch ass ctfu
Non-Hate,"My name is Bryanna you can find me at @1bree_bree, I'm the baddest bitch you'll meet, because everybody wants to be me&#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;"
Non-Hate,My neice getting so big ... She ready to punch on sum bitches lol http://t.co/lRyDtD5MQb
Hate,My neighbors be sick when i wake um up to all this nigger music ctfu
Non-Hate,My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room.
Non-Hate,My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults
Non-Hate,"My nephew keeps tryna kiss me and I'm like bitch you got zero followers, dismiss yourself."
Non-Hate,My new bitch eat a dick like a bratwurst
Non-Hate,My new bitch finer than a mf but I don't understand shit she say &#128585;
Non-Hate,My nicca @Elijahfnbaby swear he can see me in madden lol
Non-Hate,My nicca Drake gear game is all bad lol
Non-Hate,My nicca Tip can't act for shit in #Takers
Non-Hate,"My niccas on sum spooky shit, hide n a cut pop out n drop a bitch"
Non-Hate,My niccas was too Real fa these Streets #RIP Ike #Free Nwax http://t.co/0a2dy3vZkm
Non-Hate,"My nig ""@im_me_mi: ""@oneshadowlove: yes black people live in Wisconsin lmao @80sbaby4life""shock da shit out me too #learnsomethingeveryday"""
Non-Hate,My nig Todd Gurley a beast
Non-Hate,"My nig been talking bout what he gonna be for Halloween since July, to excited!"
Non-Hate,My nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga.....
Hate,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story
Non-Hate,My nig kkeldalegend took me out for some more of that good old New Orleans soul food! http://t.co/vCBKAcQBHV
Non-Hate,My nig said he don't see the differences between pornos and monster ball.... My face &#128551;
Non-Hate,My nigga Bolin does NOTHING but win with the bitches breh
Non-Hate,My nigga calls fat bitches &#8221; porkers&#8221; lmao
Non-Hate,"My nigga dm'd a bitch and said ""ur eyes are so beautiful they melt me"" lmaoooo nigga thought he was reading a romantic comedy movie script"
Non-Hate,My nigga got me hanging out with his fat catfish bitch smh
Non-Hate,My nigga mister meaner just hope back on the bitch
Non-Hate,My nigga so stiff but his bitch even stiffer &#128175;&#128107;&#128143;&#128074;.... Me that is &#128175;
Non-Hate,My nigga was drinking Gatorade like it's not Dumass hot lol bitch drink water
Non-Hate,My niggah
Non-Hate,My niggah I slept perfect
Non-Hate,My niggah I was waiting all weekend to take these shits &#128553;&#128514;
Non-Hate,My niggah my niggah...
Non-Hate,My niggah watch me be awake till 5
Non-Hate,"My niggas bigger then the bouncer, roll up in the bitch still smell like an ounce"
Non-Hate,My nigguh
Non-Hate,"My nigguh
Me naturally forever be fly!"
Non-Hate,My nips are cold &#128563;
Non-Hate,My nudes are trash.....
Non-Hate,"My partna from Mississippi told me 2weeks ago, ""I got 2 weeks to fuck all these ok hoes, 2014 I'm stepping my game up"" &#128514;&#128514;&#128514;"
Non-Hate,My phone acting retarded
Non-Hate,My phone is finally back on bitches! no more TextNow
Non-Hate,My phone on 10% fml I still gotta get to the yellow sign lol #motivation lol btw I zoomed in 2x lol http://t.co/LayVBieIML
Non-Hate,My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed
Non-Hate,My playlist goes something like this smoke tracks for my niggas reggaeton/bachata for the bitches and slow jams for that lucky lady
Non-Hate,My po heart still beatin fast da way dat nigger scream into dat microphone. I felt like I be at da welfare office and cut da line
Non-Hate,"My problem is I got a STRONG ""IDGAF"" attitude. Ion show NO Feelings to these pussy mfs &#128175;"
Non-Hate,My problem is caring about bitches &amp; noggas
Non-Hate,My pussy ass car won't start.... It's scared of the cold....
Non-Hate,My pussy popz Severely https://t.co/sOAH0Z1jUv
Non-Hate,My pussy taste like pepsi cola.
Non-Hate,My pussy tastes like Pepsi Cola &#127926;&#128527;
Non-Hate,My pussy worth $15
Non-Hate,"My reaction when a spoiled white kid says ""nigga"" like they a thug. #everytime #whiggers http://t.co/FZvwC7AskW"
Non-Hate,My roommate is eating so obnoxiously I wanna fucking slit his throat
Non-Hate,My sex game better than yo ex niggah
Non-Hate,My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will
Non-Hate,"My side pieces have real jobs, nigga, I don't fuck with no birds"
Non-Hate,My sister called the chinks an asked was they open ctfu she fried!!
Non-Hate,"My sister is a bitch. My nephew got his first haircut, and he's bald &#128557;"
Non-Hate,My sister is such a bitch &#128514;&#9994; http://t.co/TsjmaQ62yb
Non-Hate,My sister is such a bitch to me when she don't get her way
Non-Hate,My sister said my step mom is a cunt. &lt;3 i love my Sister (:
Non-Hate,My sister told me that I look like a bird. While my past told me that I look like an alien.
Non-Hate,"My sisters bitching that she has school tomorrow , like I don't &#128530; fuck up hoe at least you aren't up studying right now!"
Non-Hate,My slap a bitch sense is coming &#128530;
Non-Hate,"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status."
Non-Hate,My stomach hurt like a bitch yoo
Non-Hate,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing
Non-Hate,"My taste in music goes from love song to ""pop that pussy bitch"" in like .5 seconds."
Non-Hate,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it."""
Non-Hate,My teacher called my mom cus I was eating in class ... -.- fucking bitch
Non-Hate,My teacher talm bout she would make every senior go to da army fa 2yrs &#128530; bitch please meat ainnn doin uh damn thang
Non-Hate,My two main wiggas and I @chloetarantino http://t.co/oAyBFEJh54
Non-Hate,My walmart tee's count as designer? RT @StonyXx: These niggas hoes in designer clothes &#128557;
Non-Hate,My whole goal is to fuck someone bitch and cause turmoil in a happy relationship &#128523;
Non-Hate,My wigga RT @showysantoro Ryan Gosling knocked up Eva Mendes swag that man the fuck out
Non-Hate,My wigga... http://t.co/1pbGYaoW3N
Non-Hate,My worse bitch looks better than your main bitch. Now that's bad right there lol
Non-Hate,Mykel stay wit all the bad bitches &#128514;&#128557;&#128530;
Non-Hate,N I'm so tired of hearing *he wouldn't do it for u * ol bitch he wouldn't have too my people dont play on my end
Non-Hate,N dat bitch sound like a man if dats ya grandma fucc yu too
Non-Hate,N then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like &#128514;&#128514;&#128514;&#9996;&#65039;&#128129;&#128581;&#128076;&#128080;&#128080;
Non-Hate,N%a hit the butta slide at the end of that bitch &#128514;
Non-Hate,NBA ALLSTAR weekend is an unofficial negro holiday
Non-Hate,"NBA, handle your zebras."
Non-Hate,NEVERMIND I FOUND THEM. ...in the trash...
Non-Hate,"NEW Nashville Noise! @LukeBryanOnline loves burgers, @DierksBentley honky tonks, and @ChrisYoungMusic grabs a pizza. http://t.co/sCCDyhE6EY"
Non-Hate,"NEWS FLASH!
When you pay TAXES, you are paying for everything you bitch about!
#IRS #GovernmentAffairs #obamacare http://t.co/D5SPVgJxto"
Non-Hate,NEWS FLASH: Obama won the election and increase their numbers in congress. Stop with the bullshit already and compromise bitches!
Non-Hate,NFC South is trash juice
Non-Hate,NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh
Non-Hate,"NO, you don?t have ?haters?. People just don?t like you. Get over yourself hoe."
Non-Hate,"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.

NYC Media now: BRING OUT YOUR DEAD."
Non-Hate,"Na nigguh I don't know how you "" rock"""
Non-Hate,Nah @PrimeTimeLewis really the man at BG breh nigga got random bitches at the bar coming up to me like I attend the university this is crazy
Non-Hate,Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money
Non-Hate,Nah I definitely gotta find me a bitch to drive me around in my whip while I'm drunk to this Ty Dolla $ign tape b it's only right
Non-Hate,Nah Mimi a bitch
Non-Hate,"Nah bitch apples apples apples!

but bitch nawl cuz oranges oranges oranges! bitch. You dumb as fuck."
Non-Hate,Nah bitch you just ugly
Non-Hate,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @CaratCutClarity: You trash at destiny if you aint at least 25
Non-Hate,"Nah fuck em bitter heat bitches ""@YeIIowbang: Funny seeing heat and bulls fans get along lol"""
Non-Hate,"Nah if she wus freak an got smutted by multiple niggas, you jis then cuffed up a hoe..."
Non-Hate,Nah just yo hoe she just swung matter fact RT @iiAK: @_VinChi3 yu get hoes?!? &#128551;
Non-Hate,Nah my nigga just tried to set me up with the ugliest bitch of all time at the club just now. We officially ain't friends no more dawg wtf
Non-Hate,"Nah nicca! WTH are my cheese fries?! &#128530; RT @swiper252: @VonshayeB get me one, bring it to the barber sshop at 11 please &#128525;&#128525;&#128536;&#128536;"
Non-Hate,"Nah nicca, its to light to be my dark ass lol RT @swiper252: @VonshayeB and.i knowww thats your baby picture lol"
Non-Hate,Nah nicca.. you GOT GAS! &#128541;&#128514;&#128514;&#128514;RT @SpaceJam_Teeg: @VonshayeB &#128514;&#128514;&#128514; blowing gas &#128548;
Non-Hate,Nah these hoes DMs broke tho
Non-Hate,"Nah watch the hoes thats jus gettin fucked start tweetin bout ""Make Love"""
Non-Hate,Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?
Non-Hate,Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7
Non-Hate,Naked bitches give me bubble baths
Non-Hate,Nannie bitch don't talk to that hoe with ha extra bs ass @lilmenifee__ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039;&#128175;&#128079;&#128581;&#128078;
Non-Hate,"Naomi Campbell, Rihanna, Miley Cyrus?...Crazy bitches lol"
Non-Hate,"Nappy chin hairs, bitch I'm mothafuckin q!"
Non-Hate,National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers
Non-Hate,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw"
Non-Hate,Nature's majesty is beautiful! *melts butter* RT @AP: PHOTO: Rare blue-colored red king crab caught in Alaska waters: http://t.co/Ia5kFoU2B3
Non-Hate,Naughty mature AV model has her sweet pussy spread by a huge&#160;dick http://t.co/IggAOoG0K7
Non-Hate,Naw I'm just playin I only fucked with bad bitches
Hate,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?
Non-Hate,Naw bitch I ain't meek mills http://t.co/wgiLmxT0mc
Non-Hate,Naw bitch you goin against a monster lol lyrical maniac
Non-Hate,Naw she not a hoe she just a Freeky Girl
Non-Hate,Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&#128131;
Non-Hate,Nd these hoes all kno I'm workin wit a 9 I ain't talking bout a gun I'm talking feel it in ya spine
Non-Hate,Nd y'all thought bitches knew how to accessorize http://t.co/f8yDxkaz
Hate,Need a bitch to drop it down for a niggah
Non-Hate,Need some Hispanic pussy
Non-Hate,Nelly got all the hoes singin lol
Non-Hate,Neva trust a bitch
Non-Hate,Never again will I put so much into a relationship unless the bitch ACTUALLY puts more effort into it than me.
Non-Hate,Never argue with a bitch that's at the bottom of the food chain. &#128129;
Non-Hate,Never been a bitch!
Non-Hate,Never bring these hoes to my house cause these bitches talk
Non-Hate,Never did like that bitch
Non-Hate,Never gas hoes but I do take they ass home
Non-Hate,Never give a bitch the impression that u need them
Non-Hate,Never give the next bitch an opportunity to prosper off of your name....
Non-Hate,Never go full retard....
Non-Hate,"Never keep leeches in your life. If bitches take more than they give, it's time to cut them off"
Non-Hate,"Never leave your trust in a bitch,"
Non-Hate,Never let a boy make you feel like you're anything less than a bad bitch
Non-Hate,Never let them hoes get in between of what we started
Non-Hate,Never lettin dat nigguh used twitter in my phone again
Non-Hate,Never messed with a hoe that went to jail unless I didn't know her last name
Non-Hate,Never put nothin pass these hoes cause all of these hoes straight ratchet
Non-Hate,Never seen a pussy he didn't like.
Non-Hate,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?"
Non-Hate,Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1
Non-Hate,Never seen yo bitch but I bet I could fuck her on the first day
Non-Hate,"Never take a bitch where you stay 

Never keep work where you lay"
Non-Hate,Never tell a bitch that I love her
Non-Hate,Never tell a bitch what u up to..
Non-Hate,Never that serious RT @C_thaqueen: Thought you was Finna cruise with a new bitch &#128553;&#128273;&#128298;&#9995;? http://t.co/MvCnPYtXo8
Non-Hate,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one
Non-Hate,Never trust a bitch you took from a nigga &#128175;
Non-Hate,Never trust a nicca who volunteers another man info ..
Non-Hate,Never turned my back on the birds
Non-Hate,Never will we be an item. Psycho bitch!
Non-Hate,"Neverrr, play me for stupid because I'm far from it.. You bitches might be stupid. But not me &#128581;"
Non-Hate,New @TimbersFC jersey should be yellow with a green chevron stripe like charlie brown's jersey
Non-Hate,"New Avi bitches, be weak"
Non-Hate,New bitch already and it's the second episode .
Non-Hate,New boss said my buttons on my shirt can't be white. So I colored them hoes with a sharpie &#128514; glossy
Non-Hate,New pussy ain't always better
Non-Hate,"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 http://artistdata.com/a/2oy4"
Non-Hate,"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 http://artistdata.com/a/33ck"
Non-Hate,New song coming out Ray rice that hoe http://t.co/bUl6ISsMFH
Non-Hate,"New strategy to get bitches:

Be Bruno Mars"
Non-Hate,New test makes your poop neon colored if you have colon cancer &#8594; http://t.co/GiGzo0ntpD
Non-Hate,"New years ever, get at me bitch. #loaded #GFU #2013 #&#127881; http://t.co/3kkviDM5"
Non-Hate,Next Sunday faggot @leiacatherinexx
Non-Hate,Next bitch I fuck. I'm goin to her spot lol
Hate,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4
Non-Hate,Next time you leave magic trash in my jacket try not to have your initials written on them. @whatupag http://t.co/tFV1cZtr
Non-Hate,Nicca In my DM talkn bout follow his Instagram .. Lame nicca I now no longer follow you on twitter .. #WhereTheyDoThatAt
Non-Hate,Nicca n dis bitch playin games on his phone
Non-Hate,Niccas be gassing hoes they never gone pop .. Smh ... Prolly never gone meet her! #WastedEnergy
Non-Hate,Niccas be hating on my nicca Jeezy ... #RealTalk
Non-Hate,Niccas be walking 4 flats to catch a nicca they kno in the club
Non-Hate,Niccas been deerin me err weekend but I bet I hit dat A dolo dis weekend if niccas playin &#9996;&#65039;
