class,text
Non-Hate,PM BabiÅ¡: Czech republic not to accept any illegal migrants https://t.co/Uj0FYX7z44
Non-Hate,"UN bid to improve migrant, refugee response flounders as political will evaporates https://t.co/gmQp2cxqHy"
Non-Hate,The left wing liberals like @YvetteCooperMP  @AlfDubs  @HackneyAbbott etc welcome these “ people “  #migrants https://t.co/yVF3RCoM3X
Non-Hate,"@InfoMigrants Cyprus is not a Greek island, but a sovereign country!"
Non-Hate,An 'Island Prison’ is Not the Answer: @hrw's @BillFrelick on #Bangladesh's misguided plans to relocate #Rohingya refugees to a flood-prone island https://t.co/rIqXHW8VYg
Non-Hate,Canada teams up with World Bank to help Rohingya refugees https://t.co/G6HlHpkPQ4
Hate,@Thomas1774Paine Do it @realDonaldTrump #BuildThatWall
Hate,@foxandfriends Whatever it takes. Take the money out of welfare payments to the lazy and use that. Take it from aid to Mexico and South and Central America. Just #BuildThatWall .
Hate,@nytimes #Democrats and Liberals are Lying About Illegal #immigration   Its time we take back our Country  #SendThemBack  #IndepenceDay Happy 4th of Juluy #FourthofJuly Happy Birthday America God Bless America #Trump #MAGA #RedNationRising  https://t.co/j
Hate,@Jali_Cat @ICEgov @AndrewGillum @CynthiaNixon Another reason to support @ICEgov @CBP @POTUS& police officers!#VoteRedToSaveAmerica #MAGA #KAG #VoteRed2018 #BuildTheWall #VoteDemsOut #DeportIllegalAliens #BackTheBlue #SaveTheChildren Great meme by @SKYRIDE
Hate,@101PCHCruzGirl @HernandoDeSot11 @FnicholasR @CodeOfPatriots @dycy5239 @KungFunny @prettylilbot7 @GoodAndBadHabit @NRAHillbilly @raypjrone @GKeile @thatisDVS @JohnnyHuffingt1 @proffitt_judy @MarlaHooch2 @BobPattersonJr1 @callawaykeith @Noirefilmfan1 @Lori
Non-Hate,"https://t.co/kqXDJKh9W5#V4 2017ðŸ‘‰Should EU take migrants from #Italy when they already sent 100,000+to roam Europe.All for @matteosalvinimi bt “migrant sharing” a nonsense &amp; plays into hands of Brussels, which seeks to commit EU to mass migration.#Visegrad @hungary_journal"
Hate,Keep them bottom feeders out of our country! #BuildThatWall #SecureOurBorers
Hate,"""IT'S TIME TO PACK YOUR BAGS!"" Italy's new interior minister, Matteo Salvini, warns Muslim illegal migrants posing as refugees 'the free ride is over' as he promises mass deportations https://t.co/fbxVjDlahB via @barenakedislam    Italy acts,Europe still snoozing..."
Hate,@ChuckCallesto If that is so texas is heading the way of California. Texans please don't let that happen. America is counting on you. #MAGA #BuildThatWall #DrainTheDeepState #WalkAway
Non-Hate,Catholic activists call for inquiry after 2 boats tried to cross border ahead of Malaysian crackdown on illegal workers https://t.co/rJoc8pgeMw #ucanews #thereforthevoiceless #migrants #Indonesia #Malaysia @ucanindonesia @M_RSection @IOMAsiaPacific @UNmigration @ICMC_news https://t.co/wewQD5Zs11
Hate,@FAIRImmigration @thehill @jacq_thomsen Start deporting the Illegal aliens here and they will stop Smuggling in their kin folks
Non-Hate,Trump tweets support for anti-immigrant hardliner Kris Kobach in Kansas https://t.co/AJLsxkjMsh
Hate,"You're right, sadlyStop the India First Immigration Proposals a.k.a. #HR392 America doesn't need a tidal wave of 300,000 Indians ushered in. #KeepCountryCaps #NoHR392 #StandWithAmericanWorkers #endOPT #endChainMigration"
Non-Hate,"The population of Africa grow rapidly. It would impossible to give them home in Europe. The refugees want only to go into socialwelfare countries, like Germany, Sweden and Austria. If EU open the borders soon for all, Europe will collapse. (end of Dublin) https://t.co/XZVObc3QhW"
Non-Hate,Next week in #Strasbourg: narratives on migration and forced #internaldisplacement in a changing #climate. â_x0081_¦@Gemenneâ_x0081_© â_x0081_¦@IOM_MECCâ_x0081_© â_x0081_¦@harmelingâ_x0081_© https://t.co/EeJILaHWPN
Non-Hate,Libyan coast guard intercepts 40 migrants bound for #Europe https://t.co/DY2XGu0iq9
Hate,"Receiving migrants is road to hell, says Czech PM https://t.co/IWExd51D5i"
Non-Hate,"@melaniejoly @liberal_party Current Canadian Immigration Minister #AhmedHussen, a native of Mogadishu, was not invited here. His parents bought him a plane ticket to Pearson Airport, where he claimed asylum. Two of his brothers were already here. Chain mi"
Hate,"Perhaps we in the U.S. need to ""beg"" our leaders for help in stopping the invasion of refugees coming to this... https://t.co/csnV5QdDTS"
Non-Hate,Credit card boy Ian Duncan Smith and other Politicians should be forced to pay their dues mind u its not tax credits cuts that's for us
Non-Hate,"Heard anything about this on your local news?  This is my shocked face.""A 46-year-old Muslim refugee from... https://t.co/iWVPaV84dV"
Non-Hate,"New refugees and smart educated people who will do what Immigrants did to begin with under FDR ; build the industrial superpower of the world and then a little wake up poke from the Japanese,and we have never looked back. These people bring hope, create jobs for us and pay taxes."
Non-Hate,"“We can and should increase, not decrease the number of refugees coming to the U.S. A strong refugee program saves lives, builds communities and helps to fuel the U.S. economy.” — Emily Gray, SVP of U.S. Ministries, World Relief. Read our full statement âž_x009d_ https://t.co/eoR4ND5Caz https://t.co/jGS2wBHfWD"
Non-Hate,It's the most deadly sea journey a refugee could take. And it's time to sound the alarm. ðŸš¨https://t.co/uOESX0Wqsv
Hate,"Funny: In Austria increase the crimes of refugees, specially of lonley men. 17 of them can now without paying learn, how one has to fight. The called them ""Freedom Fighters"". https://t.co/MijMtHrOVH"
Non-Hate,"Yessssssssss 🙌🙌 my former immigrant self, full blooded Bosnian, came here from Germany, wants one! https://t.co/9PTWyblgdI"
Non-Hate,Dems are fighting like Hell for illegal immigrants invaders Now look what has happened to this little 11 year old child. Dems you should resign from office now. You hate America and us Americans #MAGA  https://t.co/XqZN4kDa6y
Hate,"Illegal Alien Kidnapped, Raped 14-Year-Old Girl In North Carolina @SpeakerRyan @HouseGOP @GOPLeader There is no excuse for this!#NoAmnesty #NoDACA #DeportThemAll #HonorYourOath#KeepAmericansSafe#BuildTheWall"
Non-Hate,Austrian leaders respond to Gerrman plans for 'transit centres' to screen migrants https://t.co/eAbRrdlzzv
Non-Hate,refugees are welcome if trump like it or not   #ResistTrump
Hate,"VIDEO: (Part 1) London #BNP A frame trailer with patriotic sound system on the road in and around our capital city. ""SAY NO TO IMMIGRATION."" #Brexit #immigration #immigrationban #london #England #BrexitBorder #Brexiteer #Brexiteers #Brexitgoodnews #BrexitChaos https://t.co/WY7pUCp490"
Hate,"@RgRockie99 @ThomMAGA @USPatriotBrig Protecting the COUNTRY is the sole purpose of the Military. Not for unnessary foreign endeavours an interference.. The COUNTRY starts at the Border, Mr. Smith. #BuildThatWall"
Hate,"@CPC_HQ “Can you think of a place that has been improved by mass immigration or the movements of large numbers of refugees?”   “Not one...the immigration policies in Europe are a disaster, you’re destroying Europe, you’re destroying the cultureâ"
Non-Hate,.@TeachPlusCA teacher leaders are working to expand opportunities for English learners in California. Read more here. https://t.co/mkSV7GvQhn
Hate,#FactCheck wow #FactsMatter #VoteDemsOut #RedWaveRising2018 #StopTheInvasion #BuildTheWall #DeportThemAll #EndSanctuaryCities #TakeAmericaBack #WalkAwayMovementGrowing #MAGA https://t.co/RM2JIWBHIQ
Hate,"40 migrants refused by Malta, Italy land in Tunisia; #EU sends Morocco funds to help halt migration https://t.co/9eoMezbHCl"
Non-Hate,"""Where are the Girls?"" Child Trafficking Feared as DHS Can’t Say Where Immigrant Girls are Being Held https://t.co/iFfDukj6t3"
Non-Hate,@narendramodi Sad to see Govt inaction on deportation of Rohingyas&amp;other illegal migrants. Big threat to National security.Creating filth
Hate,@ChenGonSol @phoenixkhost @TradCath12 Skyrocketing rapes in Sweden that correlate with increased immigration? 2000+ women raped on New Years by migrants in Cologne? Paris becoming littered with tent cities? Acid attacks and ethnic clusters in London? None
Hate,"Watch: Hungary Won't pay for migrants 'new life' in Europe ""We put our people first"" - Free Speech Time - https://t.co/5s1ASPsNnM @ISupport_Israel"
Hate,@Daily_Record  Sheme there is no attention on our own people and foodbanks while do you have to be a migrant to be treated with respect?
Non-Hate,"22 years ago next month, @cnddfdd killed hundreds of defenseless refugees. Nkurunziza returns there to sign his constitution. #Burundihttps://t.co/nxFAmjEV9H"
Non-Hate,"@davidhogg111 Sieg Heil David Hogg??  Your profanity encrusted interview was ridiculous, shame on you for making fun of people.  You're nothing but a big bully.  Wait until you've REALLY had life smack you in the face then we'll all have a chat.  #spoiled"
Hate,@realDonaldTrump  #maga I hope that doesn’t mean you’re going to let them all just stay in the country!  Trump signs order that he says will keep migrant families together  https://t.co/cPc8DrVksP
Non-Hate,"Trump admin finalizing plan make more difficult 4 legal immigrants who used certain welfare programs — Obamacare, children's health insurance, food stamps -to obtain citizenship or green cards, according to NBC News. Good - they never get off welfare.https://t.co/OPLwWXmtOz"
Non-Hate,BBC News - School where refugees are the teachers https://t.co/HLDoPs1Qdp
Hate,@FAIRImmigration @BreitbartNews @JxhnBinder Make sure this ILLEGAL ALIEN spends the rest of his life behind bars and make sure his remains are deport at the end of his miserable life.#BuildThatWall
Non-Hate,"Government, UN probe finds inflated #refugee figures https://t.co/UoX96cAHwx #WithRefugees #Uganda @Refugees @NRC_HoA @drchorn_africaY @nyamoriv @tyrusmaina"
Non-Hate,The Catholic Church runs a rat-line of way-stations and hostels were migrants are encouraged and indoctrinated with the sole purpose of violating US laws and undermining US sovereignty.https://t.co/rYlSIGn1Wk
Hate,Hey jackass liberals see a wall DOES work #BuildThatWall
Non-Hate,I had a nightmare last night that my 1 yo child had been taken by immigration and I hadn't seen him for months... It was just a dream and I don't have children.. woke up heartbroken for the immigrant mothers who are living this nightmare in real time 💔💔
Non-Hate,Fire near KÃ¶ln in a refugeehome ? Nobody known why ? https://t.co/OC27UTemKe
Non-Hate,Mexico Will Create Border Force to Thwart Illegal #Immigration from Central America #Trump #MAGA #RedNationRising  https://t.co/0FxYg6SsH0
Non-Hate,Trump officials asked #Jordan to end refugee status for twoÂ million Palestinians #JaredKushner... https://t.co/bHiCmME7qR https://t.co/fGXQ11RoZr
Non-Hate,"Learn about resisting &amp; responding to raids by immigration enforcement at the workshop we’re hosting with @HaringeyAR at @Praxis_Projects on Tuesday 17 July. It’ll be facilitated with clear communication and accessible language in mind, not jargon. ðŸ—£ https://t.co/zflQa54Mtt"
Non-Hate,"More than 1,500 migrants pour through new gateway on Spanish beaches https://t.co/kAcQcWEdpx via @MailOnline"
Non-Hate,"@dnc @nbc @NBCNightlyNews @NBCPolitics @CBSEveningNews @MajorCBS @ABC @abcnews @ABCWorldNews @maddow @AC360 @chuckschumer @NancyPelosi “CRINGE WORTHY” Iraqi immigrant accused of shooting Colorado cop has criminal history, yet avoided deportation! https://"
Non-Hate,Coming soon to a town near you...  #sendthemback https://t.co/LvuE1UgfKc
Non-Hate,World Bank ease of doing business ranking jump by India to 100th spot would have been greater; here’s why https://t.co/uUfPi1plJj
Non-Hate,Gov. @RalphNortham has announced an investigation into the Shenandoah facility after reports of allegations from detained immigrant teens in June. #FamiliesBelongTogether https://t.co/B1puuhMoWe
Hate,@narendramodi Must deport all illegal migrants. India already reeling under constant threat of Muslim Radicals.Curb population
Non-Hate,"Agreed. Happy to see Labour using more direct language and action on migration, but no IRC is worse than another. They all have to be binned, not forgetting immigration detention wings in prisons. Because migration is not a crime. https://t.co/QZEVPbbtl4"
Hate,"Complete disgust. #Democrats this is on you. #IllegalAliens are invaders, race regardless #deathpenalty"
Non-Hate,Almost 400 migrants rescued off Spanish coast https://t.co/4cT7y8NX43 https://t.co/0QV7OByye9
Hate,Under Obama Illegal Aliens Claim Credible Fear at the Border once released into the US they never applied for Asylum - Deport ASAP  stop the #AsylumScam #Trump #MAGA #SendThemBack #Immigration #RedNationRising https://t.co/P5s2OaxbJj
Hate,"Enforce National security by enforcing ALL Immigration and VISA lawsCome On, Feds: it is not that hard to do the few jobs the federal government was formed to do - so #DeportAliens they are called ""Scofflaws"" they scoff our laws!#EjectThem#RejectImmigrantApplicants@POTUS https://t.co/w7TIoWAZsf"
Hate,"@RepKevinYoderAnd you want to restart Catch and Release???#NoHR392#NoDACA#NoH1b until labor participation rate is at least 80%#NoCatch&ReleaseIllegal Alien Accused of Raping, Trafficking Girl in Louisiana | Breitbart via @BreitbartNews"
Non-Hate,Every white uterus that does not post a REFUGEES WELCOME sign shall be deemed racist. https://t.co/66eaCvtFMf
Non-Hate,He raped an 11 year-old girl and he was here illegally. Where is the outrage?  #arpx https://t.co/hfc5390XRs
Hate,#FakeNews Alert!! Flu Vaccine PROPAGANDA Agenda - Immigration = Terrorism REPORT https://t.co/Znnb32iyjP
Non-Hate,"Compared to Australians who speak English at home, the rate of university participation is significantly higher for nearly all groups who speak another language. https://t.co/OLbo5fOnrh"
Non-Hate,Trump voters should thank these immigrant firefighters for saving their homes.  https://t.co/Jmg7EV5q7N
Non-Hate,@BreitbartNews @TJO1776 How many political refugees are showing up at our border from socialist countries?
Hate,"Was a legal Resident until she was Convicted of Shoplifting Deported then Came Back Illegally  Now She wants U,S Taxpayers to pay her Medical Bills  #SendHerBack let her family go with her !  #Immigration https://t.co/ggZBifzQoF"
Non-Hate,"Gerstenfeld in Israel says: The EU is economic a gigant, military a tiny men and political a worm. To many refugees from islamic countries will change the society and bring antisemitism to Europe. https://t.co/n5PFxJoUgF"
Hate,"@NRA @HelloTeamTrump @OliverLNorth RT @realDonaldTrump  Please arrest/prosecute all Governors, Mayors, and members of #Congress who are violating any Federal Laws. #USA #Americans #Constitution #2A #1A #EndSanctuaryCities #EndDACA #NoAmnesty #EndGunContro"
Hate,@MomsRising @Re4mImmigration @DHSgov American Kids Killed by Illegals are Permanently Separated from their families were is the Protest!!!! Illegal #FamiliesBelongTogether in their Country Not the U.S https://t.co/1RhegshtCY
Hate,"Foreign Invader, Ernesto Esquivel-Garcia, 20, TWICE arrested & in the custody of immigration officials TWICE released just to go kill an American citizen&#x1f621;. ⁦@POTUS⁩ #DeportThemAll #BuildTheWall #lilbulli &#x1f1fa;&#x1f1f8;&#x2764;️ https://t.co/6QDpIAgIJP"
Hate,For Burkha it is Nuclear Science to distinguish between Immigrant who  entered a country legally complying with the country's requirement and illegal one who broke the law &amp; cheated.Illegals can never be good  &amp; loyal citizens https://t.co/Q7jZopwCwd
Non-Hate,Federal judge says Trump must fully restore DACA https://t.co/AYbUdZYWCo  ABOUT TIME FOR DACA TO BE A LEGAL LAW
Hate,@christianllamar @LindseyGrahamSC stop w 'we have to worry about the children' No we do not-many R >20yrs old Go home and make your country better or enter ours legally #NoDACA we can't afford them
Non-Hate,"What did this mother think, that she was bringing her child to a birthday party. The U.S. has immigration laws and she, not anyone else broke immigration laws."
Hate,I vote for more checking at airports and before we allow immigrants into this country from certain areas of the... https://t.co/fqiclwGK64
Non-Hate,Afghan refugee Waheed Adrian who moved to #UK to be Cambridge doctor gets peace prize https://t.co/sWCFaakw53
Hate,Disqualify ALL Immigrants from claiming ALL Welfare Benefits. That at a Stroke would get rid of the ones we DON'T need &amp; allow the ones we DO need 2 remain. Simples!! https://t.co/Jl972EVKpg
Hate,Abolish these #Democats Keep ICE Not 1 More Illegal in the U.S!#BlackTwitter #WakeUpAmerica #Immigration #BlackTwitter #Democrats4Trump #BlacksForTrump  #FamiliesBelongTogetherMarch is Anti American Pro Open Borders and Illegals https://t.co/Lu8mohkZBm
Hate,@MailOnline Guess who will not be elected if they do not stop immigration now blame Germany the bankrupt country blame lies at their door
Hate,"âš¡ï¸_x008f_ ""Big leak hits the Leave campaign?""what rubbish immigration will be the thing that does brexit stupid storyhttps://t.co/DDa1kqHgQ8"
Hate,"@JudicialWatch They Should be deported ASAP !  Stop Allowing Teenagers to Game our #Immigration System we are not the World's baby sitters send them back to their country they are reponsible for thier kids not the U,S Taxpayer"
Non-Hate,"Vienna: After 7 years the city has over 1,8 mio. people. More than a third are foreigners, mostly refugees. Syrieans, Afghanis and Somalien are top. https://t.co/487Rzfc3QA"
Non-Hate,"Illegal Immigrant Severely Injured After Falling Off 30-Foot Border Wall, Moment Caught On Security Cam https://t.co/SdFPUrxlZb"
Hate,What an idiot. #buildthatwall
Hate,"@phoenixkhost @ChenGonSol I’m not sure about the situations of where you guys live, but in the UK, we’re full. Nearly 70 million people on a tiny island that’s already the most densely populated country in Europe. We don’t need more immigration to"
Non-Hate,"Pope and World Council of Churches to hold conference on xenophobia, migration, and populism https://t.co/cgVqQPyKqg via @wordpressdotcom  Globalist dreamers want to push for one borderless world run by them."
Hate,"President Trump will smash that traitor with the truth, Obama is running scared, we know what you did in those 8 years, the PUBLIC KNOWS, let the truth shine out @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already"
Hate,"Another fine example of why illegal aliens are problem. If your here illegally, why would you want to draw attention to yourself this way. Illegal aliens have no fear of our legal system & only care about themselves. Awful way to die #BuildThatWall"
Non-Hate,Germany is the most beloved target for refugees in Europe. 2/3 of them go to this destination. Last year(2016) 388.201 refugees like to settle ! https://t.co/PxPaFL1X4M
Non-Hate,Why one #teacher relies on the power of #music to engage #immigrant #students - 🎶 #musiceducation #musicmakesadifference  https://t.co/xd26T8zugY
Hate,@The_Trump_Train Good!! We need that wall. #BuildThatWall
Non-Hate,#Immigrants from travel ban-affected countries are highly educated. 46% of them age 25+ with BA or higher compared to 30% of native-born U.S. citizens. Stay tuned for full report next week @Agschneiderman @cbsnes @nytimes @unitedwedream  @Senkamalaharris @senfeinstein https://t.co/KhAftaArYz
Non-Hate,Today is just wracked with sadness. I'm sorry...
Non-Hate,"It is heartening that once in a while UN @Refugees speaks out when a country like Cameroon forces masses of refugees back to war zone, but appalling it stays silent on identical &amp; other grave abuses in places like Turkey https://t.co/F5Kvi6nAez @HRW https://t.co/9yAXWYwwS0 https://t.co/QgZQzMX57L"
Hate,I want them ALL DEPORTED !! I WANT MY vote to COUNT again !!! #DeportthemALL #NoDaca #NoAmnesty #BuildTheDamnWall #UsetheArmyCoreOfEngineers
Non-Hate,"Woman is undocumented immigrant, whose veteran husband voted for Trump ( why would you do that?) She ends up getting deported and has paid $20k and counting in lawyer fees...sounds about right https://t.co/y1LwgJbmLY"
Non-Hate,Opinion: Trump restriction on immigrant entrepreneurs misguided https://t.co/8l9KDOeXlw https://t.co/PNRseiWPCV
Non-Hate,[WATCH] German Evangelical Church president on Malta visit to support NGO's migrant missions https://t.co/UQjesSFKlG
Non-Hate,Everything About Time Magazine “Crying Girl” Immigration Propaganda Story isÂ False‘¦. https://t.co/3jtG3vXDY2 https://t.co/efkgaeyT80
Hate,"Germany’s Seehofer pushes migrant take-back deal with Italy, Greece @EURACTIV https://t.co/yoju81kQQ2. UK should be sending our asylum seekers back to where they first entered EU"
Non-Hate,Rohingya refugee children are being forced to grow up too fast. https://t.co/9ZmJzyTRgJ
Non-Hate,Marc Gasol volunteering aboard migrant rescue boat https://t.co/4uKLIoDc1p https://t.co/FntoGtR6Ox
Hate,Students in Arunachal threaten to launch 'Operation Clean Drive' from August 17 if illegal migrants do not leave the state before that. #AAPSU #ArunachalPradesh #NRCPolitics Full Report- https://t.co/Uj8eZG0o3b https://t.co/XNLGkI1KVe
Hate,"@LtGovDelhi Delhi in last 3-4 yrs have become slum city. Nobody follow Traffic rules,All pavements have been encroached upon.Illegal constructions across Yumuna go unabated. Influx of illegal migrants have increased.Crime Rate on increase"
Non-Hate,"No matter how appealing #ZeroTolerance remedies may seem, they are not in fact a sustainable solution in a just society. The collateral damage is unacceptable. #MeToo https://t.co/FQjqyit9dN"
Non-Hate,DHS Arrests Immigrant Attempting to Enter US with Young Girl He Was Raping https://t.co/q3noI7iMiC https://t.co/KhngpI6ApS
Hate,"@narendramodi Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops"
Hate,"Mexico doesn’t send their best. A lot of them are rapists, scumbags and pedophiles.  #StopTheInvasion #DeportThemAll  #NoAmnesty  #BuildTheWall  https://t.co/ZZAUKgt9mR"
Non-Hate,"Outcry Over #Immigration Policy is About Politics, Not Reality  #NoBanNoWall #Trump #MAGA #RedNationRising https://t.co/aCSrnTTf0Q via @fairimmigration"
Hate,The Coptic Christians mainly woman had their husbands killed by Isis. Now the political Islamist's/perpetrators have fled the scenes of the crimes and run off to the West where they are treated as so called refugees in need and are welcomed by the lunatic far left. What a mess. https://t.co/VZUpJGjiAa
Hate,They Should be deported ASAP !  Stop Allowing Illegals  to Game our #Immigration System we are not the World's baby sitters #SendThemBack  to their country they are reponsible for thier kids not the U.S Taxpayer  #Trump #MAGA #RedNationRising #LiesPeopleTellThemselves https://t.co/kNPkLJXJzt
Hate,How many have had their SS# stolen by #IllegalAliens & used for jobs & to file fake tax returns in your name? It's happened to me 3 times. A highly under reported #IllegalBehavior by border crashers. #Maga #kag #BuildThatWall #BuildTheWallNow
Hate,German government mulls taking in ship migrants https://t.co/A0hP1kSFkd
Non-Hate,"They Came Here to Serve. But for Many Immigrants, the Army Isn’t Interested. Having worked for the Army w/these types of immigrants, I can honestly say they are the most dedicated &amp;grateful of service members. That’s changing, thanks to this administration https://t.co/9mp3j9ahHw"
Hate,"@DRUDGE_REPORT .The enemy is attacking at our Southern border using a ""Death by a thousand cuts"" invasion maneuver.#BuildThatWall #MAGA"
Non-Hate,"So called ""refugees"" in Europe. https://t.co/19TA4xA5zy via @YouTube"
Hate,CANADA SHOULD SEND ALL THE FXIN WELFARE BREEDING REFUGEES BACK TO WHERE THE FX THEY CAME FROM. ENOUGH IS ENOUGH. I AM TIRED OF MY TAX DOLLARS PAYING FOR THESE FXIN WELFARE BREEDERS/ SEND THE ILLEGALS BACK.   ILLEGALS ARE NOT WELCOME. https://t.co/GvDBv5STqg
Non-Hate,"Maybe, after she visits the school Lebron built, she will build one of her own for immigrant children.  Then maybe other fortunate people could help those less who are fortunate.  What a novel idea.... https://t.co/JAwrQ1rpMd"
Hate,An invading army? They are in camo. Hunt every last one of them down and deport! #BuildThatWall #MAGA
Hate,@GefiraFundation Probably because they feel helpless to stop the mass immigration that the Nation's Elites have orchestrated against their own people. Those responsible for open border policies AND the complicit MEDIA (and those that run it) should be hel
Hate,Arizona Border Cams Capture 25 Straight Minutes of Rapists & Murderers Crossing Border Illegally #BuildThatWall
Non-Hate,@SBergsma EU leaders gathered for an emergency summit on migration but this was really an attempt to show support for Angela Merkel’s government. https://t.co/wvLHqofCiT
Non-Hate,This is what people mean when they talk about monsoon season here in Cox’s Bazar. I’m told that cyclone season is another beast altogether. @theIRC are here providing lifesaving medical as well as psycho-social support to refugees trying to rebuild their lives. #rohingya https://t.co/k6AgTHAucS
Non-Hate,"The move, initiated by US Congressman Doug Lamborn, “is an integral part of the deal of the century, which aims to discard the right of the refugees,&amp; is consistent with the racist  Israeli Nation-State Law, which is the cornerstone of that dubious deal.” https://t.co/E9Cvj7zZKT"
Non-Hate,DOJ declared the forfeiture of Sr. Pat's visa by Immigration Bureau null and void but it's not over yet https://t.co/4FwfYtMFbo #ucanews #thereforthevoiceless #humanrights #Philippines #HandsOffSrPat @ucanphilippines @cbcpnews @hrw_ph @DOJPH @cnnphilippines @MovePH @smh @abcnews https://t.co/1D098MrB9p
Hate,"@realDonaldTrump RT @realDonaldTrump Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immig"
Non-Hate,"Immigration Diversion, Forced Injections, Hodeida Genocide, Syria Fights Back &amp; Psychopaths In D.C. https://t.co/VGz5tWOIgk"
Non-Hate,@rickwtyler @SteveSchmidtSES @TheRickWilson @SykesCharlie please spread the word  -&gt;&gt; using frequent flyer miles to reunite immigrant families! https://t.co/3ww1fG6Uty
Non-Hate,"#AbolishICE Prosecute those responsible for the implementation of inhumane, un-American (and ultimately pointless) policies. #Immigration #PoliceState #Impeach45 @realDonaldTrump @SecNielsen @ICEgov @DHSgov https://t.co/z4NtJe1B92"
Hate,@liberal_party Polish MP: Our country is safe because we did not accept illegal immigrantshttps://t.co/LGn8JaAHftAccess to White people is not a human righthttps://t.co/c0gHvd6iMB
Hate,"O = traitor, when is he going to prison finally for all of his crimes against the American public ??????????????????? @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA now !!!"
Non-Hate,"Munah, an Iraqi refugee, comes to volunteer with kids at CRP everyday. She gives back to CRP because CRP has given her so much. You can give too. https://t.co/Xf4X44F7Nx"
Non-Hate,"In Dalton, candidate for governor Stacey Abrams touts pro-immigrant policies https://t.co/Ana2MHGmah"
Non-Hate,I just submitted a comment saying NO to the Citizenship Question .@realDonaldTrump plans to include a citizenship question on the 2020 Census this question will instill fear in immigrant communities &amp; will lead to an undercount of the national population. Submit a comment TODAY! https://t.co/L4vOjNfChZ
Non-Hate,"“#Bangladesh should register fleeing #Rohingya as refugees, ensure adequate health care &amp; education, &amp; let them pursue livelihoods outside the camp” says @BillFrelick in new @hrw report ""Bangladesh is Not My Country: Plight of Rohingya Refugees fr #Myanmar https://t.co/zkojkd95Tc"
Non-Hate,"The death of an innocent immigrant child imprisoned in your cages and mistreated, you are directly responsible, BLOTUS it’s criminal https://t.co/9lmsEABEZD"
Non-Hate,"@V_of_Europe Anti immigration party? More like commonsense, sane centrist party. We need more of this."
Hate,THIS HAS TO STOP!!!! #IllegalAliens #BuildThatWall #BuildTheWall .@DonaldJTrumpJr @realDonaldTrump @POTUS @DHSgov #DHS @SecNielsen @RNRArizona @RedNationRising @HouseGOP @GOP @Jim_Jordan
Non-Hate,"It's Not Just The Eyes of Texas Are Upon U @HuntleighUSA, It's The Country Consider Name Change 2 @EbenezerUSA Shame On U! Perspective | ‘They have nothing’: How a $20 tip cost an immigrant her Dulles job and severed a lifeline to Sierra Leone https://t.co/euCSSHKvmT"
Non-Hate,Follow @USAIDFFP this week to learn how we provide hope through food for millions of #refugees. #WorldRefugeeDay https://t.co/bpuKCKRk1P
Non-Hate,Home Office ‘˜misled’ High Court over child refugees https://t.co/16a00TvMsb https://t.co/9CwMJtI3Q1
Non-Hate,"An undercount would allow the federal government to direct resources away from California, which has the largest #immigrant population in the country.  #Census takers could miss counting millions of #Californians, researchers say  https://t.co/m0xPMoAfHO"
Non-Hate,"This community won't let go of Weinstein like he's still rich enough for Dems cash it seems....I wish to hear more globalist celebs adopt more immigrants/refugees, the children in poverty still have their parents to take care of them.... https://t.co/46y90jjeoH"
Hate,"@prwhittle I hate politicians that are all for immigrants but don`t have to live in the areas effected by them! Romanians in particular, all they do is scrounge and trash our cities"
Hate,"DACA fix will spur new wave of illegal immigration: ICE chief https://t.co/x8TxPI9iLq   Daca is caca,end this democrat fantasy..."
Hate,"What a lying piece of Sh.t he is, he has USA on its knees and HRC was going to finish us off, well nation/public off to the world, go suck on eggs jerk @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA now !!!"
Hate,Christians refugees from Iraq and Syria are not welcome in Britain.   https://t.co/dslSftPwyX https://t.co/dslSftPwyX
Hate,Illegal Alien Killed Two People In Alcohol-Fueled Crash In North Carolina #EndTheSlaughter #BuildTheWall #NoDACADeal #NoAmnesty #EndChainMigration #BanSanctuaryCities#DeportThemAll #KeepAmericansSafe#EndIllegalBirthrightCitizenship
Non-Hate,"Italy refusing to disembark 629 asylum seekers &amp; migrants on @MSF_Sea's #Aquarius is just one part of successful strategy to slash the numbers reaching Italy's shores, mainly by empowering Libya's abusive coastguard to intercept boats https://t.co/TYo0FJ3Z1T https://t.co/g6oAlS7ue5"
Hate,Spain#Soros government is not considering exceptional the  daily arrival of hundreds of illegals... oh vey... they simply call them migrants^^...#OrganizedCrime https://t.co/1qEv6ElEec
Hate,"@HillaryClinton You and your followers had your shot to appoint #SCOTUS and lost. #Deplorables have spoken with their vote. #BuildThatWall shut down #PlannedParenthood, end #chainmigration replace #ImmigrationLottery #UnredactedFISAdocuments investigate #"
